Xは | Yという -> ものを | 見た
Xするし | Yの -> 御声も | きくし
X | Yの -> 総会が | あるので
Xだから | Yした -> フロックコートを | 着ているのさと
X | Yした -> フロックコートを | 着ているのさと
Xが -> 長過ぎて | Yが -> おっ開いて | 出来て
Xに -> 作ろうと -> 云ったって | Yを -> 崩す -> 訳には | ゆかないだろう
Xは -> 出来るが | Yの -> チョン髷は | 奇観である
Xが -> 出来るが | Yの -> チョン髷は | 奇観である
Xは | Yを -> けると | 引きつけている
Xは | Y -> けると | 引きつけている
Xは | Yの -> 横に | 引きつけている
Xは | Y -> 立ち返って | 驚いた
Xは | Yに -> 立ち返って | 驚いた
Xは | Yを -> 応用して | 驚いた
Xは | Yに -> 応用して | 驚いた
Xは | Yに -> 応用して | 驚いた
Xを | Yの -> 服装に | 応用して
Xに | Yの -> 服装に | 応用して
Xが | Yの -> 材料に | なるならば
Xは | Yの -> 価値が | ある
Xは -> 見たいと -> 思ったが | Yも -> 欠けると | 思って
Xは -> 見たいと -> 思ったが | Yに -> 欠けると | 思って
Xは | Yを -> 聞いて | 見たいと
Xが -> 出ましたろうと | Yな -> 問を | かけた
Xで -> 見るので | Yは -> 物見高くなったようで | がすな
Xで -> 見るので | Yが -> 物見高くなったようで | がすな
Xが -> 見るので | Yは -> 物見高くなったようで | がすな
Xが -> 見るので | Yが -> 物見高くなったようで | がすな
Xを -> 見るので | Yは -> 物見高くなったようで | がすな
Xを -> 見るので | Yが -> 物見高くなったようで | がすな
Xは | Yを -> した | 訳ではない
Xは | Yに -> 取り上げて | 渡す
Xは | Yでが -> すがと | 渡す
Xで | Y -> 持っていたが | 返却した
Xで | Yの -> 太刀を | 戴くような
Xが | Yの -> 太刀を | 戴くような
Xは | Yと -> 称えて | 別物で
Xが | Yを -> 鉄扇鉄扇と | 云うが
Xを -> 割るので | Yを -> 撃ちとった -> もので | がす
Xだから | Yに -> 寄って | 貰った
Xだから | Yへ -> 寄って | 貰った
Xだから | Yを -> 見せて | 貰った
Xだから | Yが -> 狂って | 大騒ぎさ
Xは | Yの -> 鉄で | 虞れはない
Xは | Yを -> 磨っている | 男かい
Xを -> 磨り上げると | Yな -> 学者に | なれるんですからね
Xを -> 磨りあげて | Yな -> 学者に | なれるなら
Xで | Yの -> 軽い | ものだと
Xだと -> 云いながら | Yの -> 方を | 向いて
Xを | Yでは -> 玉人と | 称した
X | Yの -> 学問は | 結構なようだが
X | Yの -> 学で | 結構なようだが
Xは | Yの -> 学で | 結構なようだが
Xは | Yと -> 違って | がすよ
Xは | Yは -> 商買だから | がすよ
Xは | Yの -> 商買だから | がすよ
Xは | Yな -> ものではなかったので | がすよ
Xだから | Yな -> ものではなかったので | がすよ
Xで | Yな -> ものではなかったので | がすよ
Xに | Yの -> 修業を | 致した
Xでも -> あらっし | Yを -> 磨ったり | 綯ったりするような
Xは | Yに -> して | 坐り込んでるんでしょう
Xは | Yを -> して | 坐り込んでるんでしょう
Xは | Yと -> 云われた | くらいだ
Xは | Y要放と説いた -> 事も | ある
Xは | Yを -> 読んだ -> 事が | あるかい
Xに -> 置けば | Yの -> 働に | 取らるるなり
Xを -> 置けば | Yの -> 働に | 取らるるなり
Xに -> 置けば | Yの -> 太刀に | 取らるるなり
Xを -> 置けば | Yの -> 太刀に | 取らるるなり
Xに -> 置けば | Yの -> 構に | 取らるるなり
Xを -> 置けば | Yの -> 構に | 取らるるなり
Xを -> 置こうぞ | Yの -> 働に | 置けば
Xに -> 置こうぞ | Yの -> 働に | 置けば
Xに -> 置けば | Yの -> 働に | 取らるるなり
Xを -> 置けば | Yの -> 働に | 取らるるなり
Xは | Yの -> 修養ばかり | しているんですから
Xで | Yの -> 修養ばかり | しているんですから
Xで | Yと -> やったら | よかろう
Xで | Yに -> やったら | よかろう
Xは -> あるが | Y中 -> ありと -> 云うのは | ない
Xは -> あるが | Y -> ありと -> 云うのは | ない
Xだから -> せんと -> いかないと -> 云うのよ | Yありと -> 云う -> 成句は | あるが
Xを -> せんと -> いかないと -> 云うのよ | Yありと -> 云う -> 成句は | あるが
Xで | Yの -> 鰻でも | 食っちゃあ
Xだが | Yへ -> 行く -> 約束が | あるから
Xは | Yへ -> 行く -> 約束が | あるから
Xは | Yばかり -> 云って | 困る
X | Yが -> ある | ものか
Xを | Y -> 読みにか | いると
Xを -> すい | Y -> 茎立を | く
Xは | Yを -> して | 帰って行く
Xは | Yへ -> いただいて | 帰って行く
Xは | Yを -> いただいて | 帰って行く
Xに -> 坐ったなり | Yを -> して | 考え込んでいる
Xも | Yを -> 持って | ものさ
Xは | Yした -> つもりで | 喜んでいる
Xで -> 驚かなけりゃ | Yの -> 据った | もんだ
Xも | Y -> 見たように | 知れないぜ
Xも | Yおくれに -> なるかも | 知れないぜ
Xに | Yおくれに -> なるかも | 知れないぜ
Xは -> するが | Yに -> よると | えらいんだぜ
Xは -> するが | Yおくれの -> 方が | えらいんだぜ
Xおくれを -> するが | Yに -> よると | えらいんだぜ
Xおくれを -> するが | Yおくれの -> 方が | えらいんだぜ
Xに -> するが | Yに -> よると | えらいんだぜ
Xに -> するが | Yおくれの -> 方が | えらいんだぜ
Xに -> よると | Yおくれの -> 方が | えらいんだぜ
Xは | Yへ -> 先へと | 行くだけで
Xは -> 行くだけで | Yまで -> 行ったって | ありゃしない
Xへと -> 行くだけで | Yまで -> 行ったって | ありゃしない
Xへ -> 行くと | Yの -> 学問は | ある
Xだから | Yだって -> 述べ | 立てる
Xだから | Yを -> 述べ | 立てる
Xだから | Yに -> 述べ | 立てる
Xだって | Yから -> 承 -> わった -> 通りを | 述べ
Xであるから | Yが -> 持ち出したのは | なる
Xであるから | Yを -> 持ち出したのは | なる
Xであるから | Yに -> 持ち出したのは | なる
Xであるから | Yいた -> 訳に | なる
Xは | Yいた -> 訳に | なる
Xが | Yの -> 名を | 持ち出したのは
Xが | Yの -> 際に | 持ち出したのは
Xを | Yの -> 際に | 持ち出したのは
Xであって | Yが -> 述べ立てている -> 議論は | 受売なのであるから
Xであって | Yらしく -> 述べ立てている -> 議論は | 受売なのであるから
Xだから | Yを -> 推して | 見る
X | Yの -> 説を | 聞いた
Xときたら | Yに -> いた -> 時分と | 変りゃしない
Xも | Yの -> 恰好で | 生えていたんだ
Xから | Yの -> 恰好で | 生えていたんだ
Xし | Yの -> ところへ | 来て
Xし -> 来て | Yの -> 通り | してね
Xへ -> 来て | Yの -> 通り | してね
Xに -> 来て | Yの -> 通り | してね
X | Yと -> 云う -> 議論を | してね
Xまで -> 立っても -> やめないから | Yが -> 寝ようじゃないかと | 云うと
Xまで -> 立っても -> やめないから | Yもう -> 寝ようじゃないかと | 云うと
Xを -> 繰り返して -> やめないから | Yが -> 寝ようじゃないかと | 云うと
Xを -> 繰り返して -> やめないから | Yもう -> 寝ようじゃないかと | 云うと
Xさ | Yを -> やるには | 迷惑したね
Xは | Yを -> やるには | 迷惑したね
Xまで -> 立っても | Yを -> 繰り返して | やめないから
Xから -> 眠くなかろうけれども | Yの -> 方は | 眠いのだから
Xは -> 眠くなかろうけれども | Yの -> 方は | 眠いのだから
Xが | Yの -> あたまを | 噛ってね
Xだから | Yにして -> 寝かしたまでは | よかったが
Xを -> 云うけれども | Yは -> 惜しかったと | 見えて
Xから -> 行って | Yへ -> 貼って | ごまかしてやった
Xから -> 行って | Yを -> 貼って | ごまかしてやった
Xへ -> 行って | Yへ -> 貼って | ごまかしてやった
Xへ -> 行って | Yを -> 貼って | ごまかしてやった
Xだから | Yさえ -> 貼っておけば -> 大丈夫だと | 云ってね
Xは | Yで -> 発明したので | あるんだから
Xは | Y -> 発明したので | あるんだから
Xは | Yが -> 発明したので | あるんだから
Xは | Yに -> 用いると | あるんだから
Xしたので | Yに -> 用いると | あるんだから
Xで | Yの -> 名医が | 発明したので
X | Yの -> 名医が | 発明したので
Xは | Yから -> ごまかす -> 事に | 得ていたんだね
Xだから | Yだと -> 思って -> 安心して | 寝てしまったのさ
Xから -> ぶらさがって | Yの -> 山羊髯に | 引っかかっていたのは
Xが -> ぶらさがって | Yの -> 山羊髯に | 引っかかっていたのは
Xに -> 来て | Y話しを -> して | 行った
Xで | Yの -> 消極説を | 振り舞わすと
Xしてしまったから | Yも -> 奮発して | やろうと
Xしてしまったから | Yに -> 奮発して | やろうと
Xは | Yの -> 言う -> 事を | 受けるからいけない
Xも | Yだけは -> ものだがね | ものだよ
Xも | Yな -> ものだがね | ものだよ
Xも | Yと -> 同じ | ものだよ
Xだがね | Yと -> 同じ | ものだよ
X | Yの -> 二階から | 飛び降りて
Xには | Yが -> ある | ようじゃないか
Xで | Yに -> 応ずる -> 事が | 出来る
Xに | Yの -> 効が | あらわれて
Xだけは | Yに -> あらわれて | 嬉しいと
Xだけは | Yが -> あらわれて | 嬉しいと
Xを -> 云って | Yを -> 引きながら | うれしがっていた
Xを | Yだけは -> 嬉しいと | 云って
X | Yな -> 事を | 云ってったろう
Xときたら | Y -> ものは | ないくらいだった
Xして | Yな -> 事を | 云うよ
Xは | Yだの -> 悟ったのは | 大嫌だ
Xに | Yばかりの -> 隠居が | いる
Xだが | Yを -> 誘い出すから | 悪い
Xに -> あるだろう | Yへ -> 飛び込んで | するんだね
Xに -> あるだろう | Yの -> 上で | するんだね
Xが -> あるだろう | Yへ -> 飛び込んで | するんだね
Xが -> あるだろう | Yの -> 上で | するんだね
Xへ -> 飛び込んで | Yの -> 上で | するんだね
Xに | Yの -> 踏切りが | あるだろう
Xは | Yして -> あるき廻った | もんだ
Xに -> 入って -> 焼けず | Yに -> 入って -> 溺れぬ -> 金剛不壊の | からだだと
Xして | Yへ -> 這入って | あるき廻った
Xも | Yが -> 通り | 助けてくれたが
Xも -> 助けてくれたが | Y -> 帰ってから | 死んでしまった
Xも -> 助けてくれたが | Yへ -> 帰ってから | 死んでしまった
Xだが | Yは -> せいだから | ものさ
Xだが | Yに -> 殺したような | ものさ
Xだが | Yが -> 殺したような | ものさ
Xだから | Yに -> 殺したような | ものさ
Xだから | Yが -> 殺したような | ものさ
Xで | Yや -> 万年漬を | 食った
Xは | Yで -> 食った | せいだから
Xは | Yを -> 食った | せいだから
Xしだねと | Yは -> わるいという -> 顔付を | する
Xしだねと | Yの -> わるいという -> 顔付を | する
Xなら | Yない -> 男は | なかったが
Xは | Yない -> 男は | なかったが
Xなら -> なかったが | Yが -> 併発したのだから | 助からない
Xは -> なかったが | Yが -> 併発したのだから | 助からない
Xは -> なかったが | Yが -> 併発したのだから | 助からない
Xは -> 気がつかなかったが | Yから -> 考えると | 並べていたよ
Xは -> 気がつかなかったが | Yな -> 事ばかり | 並べていたよ
Xも -> 気がつかなかったが | Yから -> 考えると | 並べていたよ
Xも -> 気がつかなかったが | Yな -> 事ばかり | 並べていたよ
Xから -> 考えると | Yな -> 事ばかり | 並べていたよ
Xでは | Yへ -> 乗って | 泳いでいますのって
Xが | Yへ -> 乗って | 泳いでいますのって
Xって | Yを -> 吐いた | ものさ
Xは -> よかったが | Yを -> 掘りに | 行きましょうと
Xだが | Yの -> 御蔭で | 漕ぎ付けたんだね
Xして | Yを -> もって | 任じている
Xは | Yなんて -> つまらないと | 云うので
Xは | Yは -> つまらないと | 云うので
Xに | Yや -> 何かへ | 出すんだね
Xには | Yが -> あって | とられたよ
Xじゃ | Yの -> 所へ | 来たのも
Xなり | Yに -> 在って | 赤しと
Xは | Yに -> 在って | 赤しと
Xなり | Yの -> 道は | 白なり
X | Yの -> 事が | かいてあるから
Xを -> 食って -> 中ったら | Yを -> 煎じて | 飲めとでも
Xは | Yは -> あるので | 控えている
Xは | Yも -> あるので | 控えている
Xは | Yを -> して | 控えている
Xであると -> 知ってから | Yを -> 心労して | 翫味したかと
Xは | Yも -> せぬかとの -> 疑念も | あるので
Xも | Yに -> ありは | せぬかとの
Xも | Yが -> ありは | せぬかとの
Xに | Yの -> 作に | 感服する
Xと | Yの -> 合併した | 状態で
Xから -> 開けて | Yの -> 音が | 二た
Xを -> 開けて | Yの -> 音が | 二た
Xかに -> 開けて | Yの -> 音が | 二た
Xであるから | Yを -> 飛び越えて | 躍り出した
Xであるから | Yばかりに -> 飛び越えて | 躍り出した
Xを | Yた -> 足ばかりに | 飛び越えて
Xだが | Yは -> 務めるから | 便利である
Xだが | Yを -> 務めるから | 便利である
Xするのに | Yたる -> 苦沙弥先生が | 動かん
Xするのに | Yへ -> 構え込んで | 動かん
Xが | Yへ -> 構え込んで | 動かん
Xない | Yするのに -> 動かん -> 法は | ない
Xない | Yが -> 動かん -> 法は | ない
Xない | Y込んで -> 動かん -> 法は | ない
Xに | Yの -> 上へ | 落ちつけている
Xは -> 弁じていたが | Yを -> 向いて | たまえ
Xは -> 弁じていたが | Yだが -> 出てくれ | たまえ
Xか -> 弁じていたが | Yを -> 向いて | たまえ
Xか -> 弁じていたが | Yだが -> 出てくれ | たまえ
Xを -> 向いて | Yだが -> 出てくれ | たまえ
Xは | Yの -> そりと | 出てくる
Xは | Y -> しゃがんで | している
Xは | Yの -> 高い | 男である
Xは | Yな -> 唐桟ずくめの | 男である
Xに | Yを -> したまま | 突立っている
Xは | Yを -> したまま | 突立っている
Xは | Yしろと -> 云うんで | なったんだよ
Xを -> つらまえたから | Yに -> 出頭しろと | 云うんで
Xは | Yを -> 向いて | した
Xを -> さげて | Yの -> 方を | 向いて
Xないが | Yにも -> 行かなかったと -> 見えて | 立っている
Xだから | Yと -> 云っても -> 出る -> 気遣は | ない
Xに | Yや -> 警察を | ありがたがる
Xだが | Yに -> ありがたがる -> 癖が | ある
Xだが | Yを -> ありがたがる -> 癖が | ある
Xは | Yに -> ありがたがる -> 癖が | ある
Xは | Yを -> ありがたがる -> 癖が | ある
Xから -> 云うと | Yだくらいの -> 事は | 心得ているのだが
Xなぞは | Yが -> 出して | 雇っておくのだくらいの
Xなぞは | Yを -> 出して | 雇っておくのだくらいの
Xであったから | Yが -> なってかように | 酬ったのかも知れない
Xであったから | Yと -> なってかように | 酬ったのかも知れない
Xね | Y -> 九時までに | 来て下さい
Xね | Yの -> 分署まで | 来て下さい
Xまでに | Yの -> 分署まで | 来て下さい
Xなどは -> 構わんと -> 思ったが | Yは -> 与太郎のようで | わるい
Xだと | Yは -> 一箱と | つけた
Xだと | Y -> 一箱と | つけた
Xが -> 盗まれておきながら | Yが -> 出来んのは | 証拠だと
Xは | Yを -> 向いて | 入れた
Xは | Yの -> 襟へ | 入れた
Xは | Yと -> 笑いながら | 云った
Xだが | Yの -> 物件は | 戻ったようです
Xが -> 入るから | Yを -> 忘れずに -> 持って | おいでなさい
Xが -> 出せないので | Yを -> しめる -> 事が | 出来ないから
Xは | Yを -> ふくらして | 立て切った
Xだが | Yは -> 鄭寧なんだから | 困る
Xだが | Yだけに -> 鄭寧なんだから | 困る
Xじゃ | Yの -> 悪口は | しよう
Xは -> まだしもだが | Yするに -> 至っては | 驚かざるを得んよ
Xが | Yに -> ある | もんか
Xが | Yが -> ある | もんか
Xが | Yの -> 所へ | 来て
Xは -> 云ってるだけで | Yを -> 見届けた | 訳じゃないんだから
Xだと -> 云ってるだけで | Yを -> 見届けた | 訳じゃないんだから
Xは | Yだ -> 泥棒だと | 云ってるだけで
Xと -> 見えて | Yに -> 似ず | 黙ってしまった
Xも | Yすべからざる -> 男と | 断念した
Xにおいて | Yすべからざる -> 男と | 断念した
Xは | Yで -> 凹ましたと -> 思って | 大得意である
Xは | Yを -> 凹ましたと -> 思って | 大得意である
Xであるが | Yを -> 張っただけ | えらくなったのである
Xから -> 見ると | Yの -> 価値は | つもりであるが
Xは | Yを -> 張っただけ -> 下落した | つもりであるが
Xには | Yな -> 事は | ある
Xに | Yとしての -> 相場は | 下落してしまう
Xは | Yを -> こした -> つもりか | なにかで
Xは | Y -> こした -> つもりか | なにかで
Xに | Yの -> 本人は | 悟り得ない
Xに | Yは -> なにかで | 悟り得ない
Xに | Yか -> なにかで | 悟り得ない
Xに | Yして -> してくれないのだとは | 悟り得ない
Xに | Yに -> してくれないのだとは | 悟り得ない
Xは | Yは -> なにかで | 悟り得ない
Xは | Yか -> なにかで | 悟り得ない
Xは | Yして -> してくれないのだとは | 悟り得ない
Xは | Yに -> してくれないのだとは | 悟り得ない
Xだから | Yは -> ない | 大丈夫だと
Xも -> ずるいが | Yな -> ことも | ものだ
Xであったが | Yだろうが -> 行くと -> 入らざる -> ところに | 見せた
Xであったが | Yは -> 行くと -> 入らざる -> ところに | 見せた
Xは | Yと -> 聞いて | 体であったが
Xは | Yに -> 張る | ものだ
Xは | Yを -> 張る | ものだ
Xから -> 相変らず | Yを -> 弄して | 遅くなると
Xは | Yに -> 怒られると -> 云って -> 帰って | 行った
Xは | Yして -> 下のように | 考え始めた
Xも | Yの -> 話しによって | 見ると
Xで | Y -> 属しても | おりそうだ
Xで | Yに -> 属しても | おりそうだ
Xは | Yの -> 子分を | 有している
Xこそ | Yを -> 有している -> 偉人に | 相違ないと
Xが | Yの -> 上において | 起居している
Xが | Yの -> 余 | 起居している
Xが | Y -> 老梅は | 起居している
Xが | Yたる -> 狂人であって | 起居している
Xが | Yの -> 病院に | 起居している
Xにおいて | Yの -> 余 | 起居している
Xにおいて | Y -> 老梅は | 起居している
Xにおいて | Yたる -> 狂人であって | 起居している
Xにおいて | Yの -> 病院に | 起居している
X | Y -> 老梅は | 起居している
X | Yたる -> 狂人であって | 起居している
X | Yの -> 病院に | 起居している
Xは | Yたる -> 狂人であって | 起居している
Xは | Yの -> 病院に | 起居している
Xであって | Yの -> 病院に | 起居している
Xにもせよ | Yが -> して | 事実であろう
Xにもせよ | Yに -> して | 事実であろう
Xにもせよ | Yを -> して | 事実であろう
Xにもせよ | Yに -> して | 事実であろう
Xにもせよ | Yを -> もって | 事実であろう
Xは | Yの -> 近い | 者であるだろう
Xは | Yの -> 近い | 者であるだろう
Xもまた | Yの -> 近い | 者であるだろう
Xに | Yの -> 近い | 者であるだろう
Xを -> 打ち抜いて | Yに -> 突き合せて | 談笑する
Xを -> 打ち抜いて | Yを -> 突き合せて | 談笑する
X -> 打ち抜いて | Yに -> 突き合せて | 談笑する
X -> 打ち抜いて | Yを -> 突き合せて | 談笑する
Xでも | Yを -> 比べて | 隣り
Xすると -> すれば | Yする -> 事が | ないとも
Xから | Yの -> 作用は | 添えている
Xから | Yに -> 点じ | 添えている
Xから | Yを -> 点じ | 添えている
Xは | Yに -> 点じ | 添えている
Xは | Yを -> 点じ | 添えている
Xは | Yする -> 辺には | 多い
X | Yする -> 辺には | 多い
Xなく -> 生ぜざるも | Yに -> あり | いかんせん
Xなく -> 生ぜざるも | Y -> あり | いかんせん
Xに -> 生ぜざるも | Yに -> あり | いかんせん
Xに -> 生ぜざるも | Y -> あり | いかんせん
Xを -> 生ぜざるも | Yに -> あり | いかんせん
Xを -> 生ぜざるも | Y -> あり | いかんせん
Xに | Yな -> 患者に | なっているのではないかしらん
Xけたり | Yを -> 追払われずに | 存在しているのではなかろうか
Xけたり | Yから -> 追払われずに | 存在しているのではなかろうか
Xけたり | Yを -> 追払われずに | 存在しているのではなかろうか
Xしていては | Yを -> 脱する -> 事は | 出来そうにもない
Xして | Yの -> 点ばかり | 勘定していては
Xを -> して | Yを -> 引きつけて | 解釈するから
Xを -> して | Yへ -> 引きつけて | 解釈するから
Xに -> して | Yを -> 引きつけて | 解釈するから
Xに -> して | Yへ -> 引きつけて | 解釈するから
Xへ -> 置いて -> 考えて | Yの -> 結果が | 出るかも知れない
Xを -> 置いて -> 考えて | Yの -> 結果が | 出るかも知れない
Xには | Yから -> 始めなくては | いかん
Xには | Yに -> 懸った -> 事は | ないが
Xには -> ないが | Yを -> 見ると | あるまい
Xは -> ないが | Yを -> 見ると | あるまい
Xであるから | Yに -> しておいて | 構わない
Xも | Yに -> しておいて | 構わない
Xだが | Yの -> 点においては | ものである
Xだが | Yな -> 豪の | ものである
Xにおいては | Yな -> 豪の | ものである
Xだ | Yから -> 云うと | 芽生えだが
Xして | Yを -> 削って | つかみ合い
Xして -> つかみ合い -> いがみ合い -> 罵り合い -> 奪い合って | Yを -> 云うのではないか | 知らん
Xして -> つかみ合い -> いがみ合い -> 罵り合い -> 奪い合って | Yと -> 云うのではないか | 知らん
Xが | Yとして -> 崩れたり -> 持ち上ったり -> 持ち上ったり | 崩れたりして
Xが | Yに -> 崩れたり -> 持ち上ったり -> 持ち上ったり | 崩れたりして
Xになるから | Yを -> 作って | 出られないようにするのではないかしらん
Xになるから | Yへ -> 押し込めて | 出られないようにするのではないかしらん
Xで -> わかって | Yの -> ある -> 奴は | 邪魔になるから
Xが -> わかって | Yの -> ある -> 奴は | 邪魔になるから
Xは | Yの -> 人で | 気狂である
Xは -> されてしまうが | Yが -> 出ると | なってしまうのかも知れない
Xは -> されてしまうが | Yの -> 人間に | なってしまうのかも知れない
Xまでも -> されてしまうが | Yが -> 出ると | なってしまうのかも知れない
Xまでも -> されてしまうが | Yの -> 人間に | なってしまうのかも知れない
Xに -> されてしまうが | Yが -> 出ると | なってしまうのかも知れない
Xに -> されてしまうが | Yの -> 人間に | なってしまうのかも知れない
Xが -> 出ると | Yの -> 人間に | なってしまうのかも知れない
Xから | Yな -> 男だと | 云われている
Xが | Yや -> 威力を | 濫用して
Xして | Yの -> 小気狂を | 使役して
Xが | Yの -> 下で | 沈思熟慮した
Xは | Yを -> 描き出した | ものである
Xは | Y -> るしく | あらわれている
Xは | Yを -> 蓄うるにもかかわらず | 凡倉である
Xして | Yの -> 思索力に | 訴えながら
Xは | Yに -> 達せずして | やめてしまった
Xして -> 訴えながら | Yの -> 結論に | 達せずして
Xに -> 訴えながら | Yの -> 結論に | 達せずして
Xは | Yの -> ない | 男である
Xとして | Yの -> 煙のごとく | 事実である
Xとして | Yとして -> 記憶すべき | 事実である
Xのごとく | Yとして -> 記憶すべき | 事実である
Xしがたきは | Yとして -> 記憶すべき | 事実である
Xに | Yの -> 心中を | かく
X -> 心得たなんて | Yな -> 事は | いい
Xに | Yの -> 柔かな毛衣を | こすり付ける
Xに | Yの -> 腹に | こすり付ける
Xは | Yの -> 柔かな毛衣を | こすり付ける
Xは | Yの -> 腹に | こすり付ける
Xを | Yの -> 腹に | こすり付ける
Xが -> 起って | Yの -> いきさつが | とるように
Xに | Yの -> 心眼に | 映ずる
Xが -> 撫で廻しながら | Y -> 飛んでもない -> 了見を | 起したのを
Xを -> 撫で廻しながら | Y -> 飛んでもない -> 了見を | 起したのを
Xなどは | Yを -> 気取って -> ひやっとした -> 事さえ | ある
Xなどは | Yに -> 気取って -> ひやっとした -> 事さえ | ある
Xが | Yの -> 頭を | 撫で廻しながら
Xは | Yに -> する | ところである
Xは | Yと -> する | ところである
Xも | Yが -> 出来るように | 相成ったのは
X | Yの -> なかに | 起った
Xは | Yは -> 寝てしまったのである | 違ない
Xは | Yを -> 考えたか | 違ない
Xは | Yまで -> 考えたか | 違ない
Xである | Yを -> 考えたか | 違ない
Xである | Yまで -> 考えたか | 違ない
Xが -> あると -> すれば | Y -> 返出直して | 考え始めなければならぬ
Xに | Yが -> 分らなくなるかどうだか | 保証出来ない
X -> 返考え直しても | Yを -> とって | 進もうとも
X -> 返考え直しても -> 進もうとも | Yが -> 分らなくなるだけは | たしかである
Xを -> とって -> 進もうとも | Yが -> 分らなくなるだけは | たしかである
Xは | Yだか -> 寝ているのだか | しない
Xになると -> あるが | Yに -> 好かれた -> 試しが | ない
Xが -> あるが | Yに -> 好かれた -> 試しが | ない
Xだから | Yと -> 云っても | 間違はなかろう
Xに | Y -> 以上は | ない
Xにおいて -> して | Yの -> せいで | 好かれないのだなどと
Xを -> して | Yの -> せいで | 好かれないのだなどと
Xも | Yな -> 主人を | ないのだが
Xも | Yする -> 必要も | ないのだが
Xに | Yな -> 主人を | ないのだが
Xに | Yする -> 必要も | ないのだが
Xを | Yする -> 必要も | ないのだが
Xにおいて | Yな -> 考え違を | して
Xだが | Yだなどと -> つけていると | 申し添えるまでである
Xだが | Yを -> つけていると | 申し添えるまでである
Xだが | Yの -> 種であるから | 申し添えるまでである
Xだが | Yにも -> なろうかと | 申し添えるまでである
Xであるから | Yにも -> なろうかと | 申し添えるまでである
Xは | Yに -> あって | あらずと
Xに | Yが -> 注意しても | 行ってしまった
Xに | Yと -> 注意しても | 行ってしまった
Xに | Yを -> むいて | 行ってしまった
Xに | Yしたる -> 細君は | 行ってしまった
Xに | Yで -> 担いで | 行ってしまった
Xに | Yを -> 担いで | 行ってしまった
Xに | Yの -> 方へ | 行ってしまった
Xしても | Yを -> むいて | 行ってしまった
Xしても | Yしたる -> 細君は | 行ってしまった
Xしても | Yで -> 担いで | 行ってしまった
Xしても | Yを -> 担いで | 行ってしまった
Xしても | Yの -> 方へ | 行ってしまった
Xは | Yを -> むいて | 行ってしまった
Xは | Yしたる -> 細君は | 行ってしまった
Xは | Yで -> 担いで | 行ってしまった
Xは | Yを -> 担いで | 行ってしまった
Xは | Yの -> 方へ | 行ってしまった
Xは | Yしたる -> 細君は | 行ってしまった
Xは | Yで -> 担いで | 行ってしまった
Xは | Yを -> 担いで | 行ってしまった
Xは | Yの -> 方へ | 行ってしまった
Xは | Yで -> 担いで | 行ってしまった
Xは | Yを -> 担いで | 行ってしまった
Xは | Yの -> 方へ | 行ってしまった
Xで | Yと -> はたきを | 担いで
Xは | Yのごとき -> 掃除を | 始めたのである
Xによって | Yのごとき -> 掃除を | 始めたのである
Xか | Yを -> 帯びぬ -> 吾輩の | 関知する
Xは | Yか -> 関知する | ところでないから
Xは | Yの -> 関知する | ところでないから
Xでないから | Yな -> ものの | 云わざるを得ない
Xでないから | Yの -> ものと | 云わざるを得ない
Xは | Yの -> ために | しているからである
Xを | Yの -> 上へ | 滑らせる
Xに -> 至っては | Yだに -> 背負って | おらん
Xだが | Yでも -> 溜って | 積っている
Xだが | Yが -> 溜って | 積っている
X | Yでも -> 溜って | 積っている
X | Yが -> 溜って | 積っている
X | Yでも -> 溜って | 積っている
X | Yが -> 溜って | 積っている
Xを | Y -> 毎日 | やる
Xが | Yの -> えらい | ところである
Xで | Yを -> かたちづくって | 結びつけられているにもかかわらず
Xのごとく | Yせられざる -> 昔のごとく | おらん
Xのごとく | Yの -> いかんに | かかわらず
Xは | Yのごとく -> かかわらず -> 結合せられた | ものであろう
Xは | Yに -> かかわらず -> 結合せられた | ものであろう
Xが | Yの -> 浅ましさで | 立ち上っておりは
Xが | Yの -> 香が | 立ち上っておりは
Xが | Yの -> 中から | 立ち上っておりは
Xで | Yの -> 香が | 立ち上っておりは
Xで | Yの -> 中から | 立ち上っておりは
Xが | Yの -> 中から | 立ち上っておりは
Xではないが | Yが -> 立ち上っておりは -> すまいかと -> 思うと | じっとしていられなくなった
Xではないが | Yで -> 立ち上っておりは -> すまいかと -> 思うと | じっとしていられなくなった
Xではないが | Yが -> 立ち上っておりは -> すまいかと -> 思うと | じっとしていられなくなった
Xではないが | Yから -> 立ち上っておりは -> すまいかと -> 思うと | じっとしていられなくなった
Xではないが | Yに -> 立ち上っておりは -> すまいかと -> 思うと | じっとしていられなくなった
Xから | Yに -> 有りつける -> 訳の | ものではないが
Xは | Yだけを -> 描いて -> 落ちついている -> 方が | 得策であるが
Xは | Yに -> 描いて -> 落ちついている -> 方が | 得策であるが
Xだけを | Yの -> 中に | 描いて
Xであるが | Yとも -> 試験して | 見たくなる
Xで | Yとも -> 試験して | 見たくなる
Xを | Yの -> 上に | 受取るまでは
Xですら | Yを -> 受取るまでは | ものである
Xですら | Yに -> 受取るまでは | ものである
X | Yの -> 日影に | かがやいている
Xとして | Yの -> 日影に | かがやいている
Xは | Yの -> 中を | かきまぜつつある
Xが | Yに -> なく | こびりついて
Xが | Yと -> なく | こびりついて
Xには | Yが -> こびりついて | 見える
Xには | Yを -> 貼りつけたごとくに | 見える
